City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Nkowakowa,ZA,-23.8878,30.2871,59.05,62,27,1.86,scattered clouds
347,Storsteinnes,NO,69.2408,19.2344,21.2,94,97,5.14,overcast clouds
348,Waynesville,US,35.4887,-82.9887,46.02,55,3,8.99,clear sky
349,Kesan,TR,40.8558,26.6303,50.11,86,19,1.66,few clouds
350,Shingu,JP,33.7333,135.9833,54.59,40,100,5.59,overcast clouds
351,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.01,99,100,1.74,moderate rain
352,Safranbolu,TR,41.2508,32.6942,28.04,76,2,2.19,clear sky
353,Aasiaat,GL,68.7098,-52.8699,12.49,93,100,1.57,overcast clouds
354,Karachev,RU,53.1229,34.9852,28.29,97,100,4.79,overcast clouds
355,Karasjok,NO,69.4719,25.5112,10.51,97,56,2.91,broken clouds
356,Port Hueneme,US,34.1478,-119.1951,77.86,51,0,5.75,clear sky
357,Konevo,RU,62.1215,39.3192,17.94,93,100,7.96,overcast clouds
358,Natal,BR,-5.795,-35.2094,80.82,89,75,4.61,broken clouds
359,Maceio,BR,-9.6658,-35.7353,78.24,83,40,3.44,scattered clouds
360,Marzuq,YE,14.4,46.4667,68.52,27,10,1.72,clear sky
361,Da Nang,VN,16.0678,108.2208,80.65,74,40,6.91,scattered clouds
362,Henties Bay,NA,-22.116,14.2845,69.85,91,20,5.41,light rain
363,Itarema,BR,-2.9248,-39.9167,77.0,83,68,7.11,broken clouds
364,Praya,CV,14.9215,-23.5087,73.94,68,0,24.16,clear sky
365,Mirandela,PT,41.4874,-7.187,44.24,82,98,1.86,overcast clouds
366,Haifa,IL,32.8156,34.9892,43.74,93,0,4.61,clear sky
367,Aykhal,RU,66.0,111.5,-3.59,93,59,4.83,broken clouds
368,Murgab,TM,37.4966,61.9714,42.67,75,0,9.22,clear sky
369,Mapalad,PH,15.4333,121.1,89.01,43,97,6.08,overcast clouds
370,Barhi,IN,23.9,80.8,69.66,25,4,4.32,clear sky
371,Severodvinsk,RU,64.5635,39.8302,26.71,93,100,10.09,overcast clouds
372,Nanortalik,GL,60.1432,-45.2371,29.32,78,100,14.25,overcast clouds
373,Catuday,PH,16.2923,119.8062,83.53,55,38,2.84,scattered clouds
374,Bani Walid,LY,31.7566,13.9942,48.79,63,39,5.53,scattered clouds
375,Znamenskoye,RU,57.1281,73.8282,-3.73,91,15,8.95,few clouds
376,Otradnoye,RU,59.7775,30.8181,22.96,93,43,8.39,scattered clouds
377,Yarmouth,US,41.7057,-70.2286,46.96,85,0,8.05,clear sky
378,Abnub,EG,27.2696,31.1511,44.82,65,0,3.49,clear sky
379,Eyl,SO,7.9803,49.8164,75.85,58,100,14.34,overcast clouds
380,Nimaj,IN,26.1497,74.0,70.81,22,0,4.54,clear sky
381,Salalah,OM,17.0151,54.0924,73.49,64,40,5.75,scattered clouds
382,Pochutla,MX,15.7432,-96.4661,77.85,75,81,4.27,broken clouds
383,Baghdad,IQ,33.3406,44.4009,46.31,66,0,10.36,clear sky
384,Barra Patuca,HN,15.8,-84.2833,75.16,87,4,4.52,clear sky
385,Sabha,LY,27.0377,14.4283,46.15,39,0,8.55,clear sky
386,San Juan,AR,-31.5375,-68.5364,64.81,61,100,15.37,overcast clouds
387,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,42,100,9.22,overcast clouds
388,Barra,BR,-11.0894,-43.1417,71.49,83,16,2.95,moderate rain
389,Nizhniy Odes,RU,63.6445,54.856,10.54,93,100,9.33,overcast clouds
390,Arco,IT,45.9177,10.8867,42.96,39,8,4.05,clear sky
391,Moose Factory,CA,51.2585,-80.6094,-14.8,69,40,11.5,scattered clouds
392,Hengshui,CN,37.7322,115.7011,46.18,48,100,1.12,overcast clouds
393,Tefe,BR,-3.3542,-64.7114,73.17,98,100,2.59,overcast clouds
394,Fukue,JP,32.6881,128.8419,53.96,43,75,10.36,broken clouds
395,Tatawin,TN,32.9297,10.4518,50.88,76,59,1.88,broken clouds
396,Fare,PF,-16.7,-151.0167,81.52,73,100,13.78,overcast clouds
397,Mount Pleasant,US,32.7941,-79.8626,51.98,81,0,0.0,clear sky
398,Byron Bay,AU,-28.65,153.6167,78.91,61,76,20.71,broken clouds
399,Belyy Yar,RU,53.6039,91.3903,-20.31,76,20,0.0,smoke
400,College,US,64.8569,-147.8028,4.95,77,75,6.91,broken clouds
401,Adilcevaz,TR,38.8039,42.7342,19.11,83,14,5.19,few clouds
402,Ugra,RU,54.7777,34.3267,21.52,98,100,4.41,overcast clouds
403,Altay,CN,47.8667,88.1167,11.48,68,19,1.52,few clouds
404,Dingle,PH,10.9995,122.6711,83.64,73,96,13.11,overcast clouds
405,Camacha,PT,33.0833,-16.3333,60.22,82,75,14.97,broken clouds
406,Pacific Grove,US,36.6177,-121.9166,64.08,71,0,3.44,clear sky
407,Pozo Colorado,PY,-23.4923,-58.7972,81.84,47,77,7.02,broken clouds
408,Vila Velha,BR,-20.3297,-40.2925,73.35,96,75,3.44,broken clouds
409,Ramat Yishay,IL,32.7006,35.1797,44.49,93,0,4.61,clear sky
410,Honningsvag,NO,70.9821,25.9704,29.43,60,99,13.0,light snow
411,Kenai,US,60.5544,-151.2583,26.69,80,100,19.57,overcast clouds
412,La Ronge,CA,55.1001,-105.2842,-9.18,84,0,8.05,clear sky
413,Lorengau,PG,-2.0226,147.2712,82.33,76,99,3.87,overcast clouds
414,Marystown,CA,47.1666,-55.1483,34.86,100,56,13.2,broken clouds
415,Sao Filipe,CV,14.8961,-24.4956,79.34,44,98,14.9,overcast clouds
416,Padang,ID,-0.9492,100.3543,89.65,63,100,5.53,overcast clouds
417,Asau,RO,46.4333,26.4,35.96,87,100,2.89,overcast clouds
418,Mananjary,MG,-21.2167,48.3333,78.22,80,54,6.49,broken clouds
419,Poum,NC,-20.2333,164.0167,81.72,76,87,8.43,overcast clouds
420,Zapolyarnyy,RU,69.4154,30.8136,24.08,93,82,6.33,broken clouds
421,Baie-Comeau,CA,49.2168,-68.1489,33.8,93,100,14.97,snow
422,Te Anau,NZ,-45.4167,167.7167,60.44,54,98,8.55,overcast clouds
423,San Andres,CO,12.5847,-81.7006,80.62,78,20,9.22,few clouds
424,Kidderminster,GB,52.3882,-2.25,43.88,88,100,19.28,overcast clouds
425,Santa Fe,AR,-31.6333,-60.7,62.02,69,100,10.0,overcast clouds
426,Parkes,AU,-33.1333,148.1833,85.35,28,1,7.0,clear sky
427,Dutse,NG,11.7594,9.3392,56.19,25,0,6.96,clear sky
428,Mezen,RU,65.8522,44.24,14.25,97,98,4.88,overcast clouds
429,Muros,ES,42.7762,-9.0603,49.98,87,8,2.64,clear sky
430,Belogorsk,RU,50.9158,128.4611,7.88,84,100,11.92,overcast clouds
431,Beltangadi,IN,13.9833,75.3,81.23,25,25,12.5,scattered clouds
432,Zaozerne,UA,45.1582,33.2787,39.94,90,16,5.88,few clouds
433,Newport,GB,51.5877,-2.9984,45.14,78,100,17.07,overcast clouds
434,Dagua,CO,3.6569,-76.6886,72.1,96,95,0.81,overcast clouds
435,Deniliquin,AU,-35.5333,144.9667,90.16,23,7,9.35,clear sky
436,Puerto Colombia,CO,10.9878,-74.9547,80.69,75,12,26.42,few clouds
437,Honiara,SB,-9.4333,159.95,78.39,87,100,4.12,overcast clouds
438,Okhotsk,RU,59.3833,143.3,2.46,78,36,8.1,scattered clouds
439,Belmonte,BR,-15.8631,-38.8828,79.3,87,28,1.57,scattered clouds
440,Grand-Santi,GF,4.25,-54.3833,71.19,100,88,2.06,overcast clouds
441,Julio De Castilhos,BR,-29.2269,-53.6817,70.57,63,73,8.28,broken clouds
442,Matay,EG,28.419,30.7792,47.66,82,0,6.38,clear sky
443,Pyapon,MM,16.2833,95.6833,88.77,19,3,10.31,clear sky
444,Nome,US,64.5011,-165.4064,-0.33,60,0,16.11,clear sky
445,Waitati,NZ,-45.75,170.5667,57.79,72,100,9.28,overcast clouds
446,Pella,RU,59.7775,30.8181,22.96,93,43,8.39,scattered clouds
447,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.1,94,100,8.59,overcast clouds
448,Dongsheng,CN,39.8161,109.9776,25.74,39,100,9.89,overcast clouds
449,Shchors,UA,51.8186,31.945,31.21,99,100,3.09,light snow
450,Toora-Khem,RU,52.4675,96.11,-8.77,93,100,2.13,overcast clouds
451,Manzhouli,CN,49.6,117.4333,-0.99,82,25,5.48,scattered clouds
452,Ginir,ET,7.1333,40.7,61.21,39,79,1.79,broken clouds
453,Hovd,MN,48.0056,91.6419,-7.28,85,51,3.4,broken clouds
454,Aguimes,ES,27.9054,-15.4461,61.43,52,0,13.8,clear sky
455,Yerbogachen,RU,61.2767,108.0108,-1.16,91,100,0.38,overcast clouds
456,Maldonado,UY,-34.6667,-54.9167,69.19,93,90,9.73,overcast clouds
457,Sorland,NO,67.667,12.6934,32.16,60,80,22.35,light snow
458,Gravdal,NO,68.1214,13.5031,27.99,92,99,7.02,snow
459,Agadez,NE,19.75,10.25,55.09,29,0,6.29,clear sky
460,Noumea,NC,-22.2763,166.4572,84.18,99,100,3.94,light rain
461,Juneau,US,58.3019,-134.4197,37.4,96,100,14.97,light rain
462,Omboue,GA,-1.5746,9.2618,76.89,90,96,5.95,overcast clouds
463,Bilma,NE,18.6853,12.9164,57.78,27,0,8.14,clear sky
464,Pangai,TO,-19.8,-174.35,82.81,74,3,17.36,clear sky
465,Zeya,RU,53.75,127.2667,7.88,55,94,5.01,overcast clouds
466,Juba,SS,4.8517,31.5825,78.19,26,74,2.71,broken clouds
467,Yuksekova,TR,37.5736,44.2872,20.03,92,100,0.0,fog
468,Najran,SA,17.4924,44.1277,56.05,47,0,3.71,clear sky
469,Anavra,GR,39.2,22.0833,45.66,70,78,1.52,broken clouds
470,Patitirion,GR,39.15,23.8667,48.38,66,94,4.43,overcast clouds
471,Vestmannaeyjar,IS,63.4427,-20.2734,32.47,69,100,2.37,overcast clouds
472,Weinan,CN,34.5036,109.5089,46.09,51,96,6.02,overcast clouds
473,Glendive,US,47.1053,-104.7125,20.82,75,100,4.61,overcast clouds
474,Komsomolskiy,UZ,40.4272,71.7189,43.52,61,75,9.22,broken clouds
475,Smithers,CA,54.7804,-127.1743,25.12,80,40,3.44,scattered clouds
476,Hofn,IS,64.2539,-15.2082,24.58,72,100,22.79,snow
477,Sumbe,AO,-11.2061,13.8437,74.12,79,100,5.12,overcast clouds
478,Leh,IN,34.1667,77.5833,1.04,52,3,2.68,clear sky
479,Urumqi,CN,43.801,87.6005,11.35,92,75,2.24,mist
480,Vanimo,PG,-2.6741,141.3028,79.02,86,100,4.05,light rain
481,Sambava,MG,-14.2667,50.1667,77.32,82,11,3.91,few clouds
482,Dnipryany,UA,46.7463,33.2729,39.42,82,99,6.29,overcast clouds
483,Nabire,ID,-3.3667,135.4833,79.7,90,76,4.94,broken clouds
484,Shanghai,CN,31.2222,121.4581,49.93,67,100,8.95,overcast clouds
485,Lakes Entrance,AU,-37.8811,147.981,71.58,60,79,13.2,broken clouds
486,Sayansk,RU,54.1088,102.1648,-7.53,91,67,1.77,broken clouds
487,Bubaque,GW,11.2833,-15.8333,78.42,53,2,14.94,clear sky
488,Vostok,RU,46.4856,135.8833,14.99,92,100,5.77,light snow
489,Fatehpur Sikri,IN,27.1,77.6667,66.4,30,0,6.17,clear sky
490,Palm Coast,US,29.585,-81.2078,60.08,91,40,0.0,scattered clouds
491,Mayo,US,38.8876,-76.5119,58.95,49,0,13.8,clear sky
492,Cap Malheureux,MU,-19.9842,57.6142,82.47,72,54,4.0,broken clouds
493,Yerkoy,TR,39.6381,34.4672,26.56,81,4,3.44,clear sky
494,Lazaro Cardenas,MX,17.9583,-102.2,72.99,63,69,5.19,broken clouds
495,Tigil,RU,57.8,158.6667,-2.54,95,17,3.91,few clouds
496,Vila Do Maio,CV,15.1333,-23.2167,74.19,71,100,15.37,overcast clouds
497,Barranca,PE,-10.75,-77.7667,69.93,83,91,6.4,overcast clouds
498,Tessalit,ML,20.1986,1.0114,61.14,19,15,8.59,few clouds
499,Port-Gentil,GA,-0.7193,8.7815,80.13,81,99,9.84,overcast clouds
500,Leshukonskoye,RU,64.8989,45.7622,17.55,96,98,5.01,overcast clouds
501,Kristiinankaupunki,FI,62.2743,21.376,30.97,76,69,15.19,broken clouds
502,Back Mountain,US,41.3359,-75.9963,48.06,62,87,6.6,overcast clouds
503,Ion Corvin,RO,44.1167,27.8,44.37,84,38,6.87,scattered clouds
504,Kralendijk,BQ,12.15,-68.2667,78.78,83,75,17.27,broken clouds
505,Tres Picos,MX,15.8667,-93.5333,74.39,68,26,3.04,scattered clouds
506,Yumen,CN,40.2833,97.2,32.61,32,100,20.51,overcast clouds
507,Rawson,AR,-43.3002,-65.1023,62.31,47,90,16.51,overcast clouds
508,Gasa,PS,31.5,34.4667,45.91,77,0,5.32,clear sky
509,Saryg-Sep,RU,51.5,95.6,-8.27,92,94,2.21,overcast clouds
510,Bairiki,KI,1.3292,172.9752,86.0,66,40,13.8,scattered clouds
511,Hillsboro,US,45.5229,-122.9898,57.22,51,0,19.57,clear sky
512,Mount Isa,AU,-20.7333,139.5,101.97,21,40,6.91,scattered clouds
513,Alcoa,US,35.7895,-83.9738,59.97,53,75,10.36,broken clouds
514,Yulara,AU,-25.2406,130.9889,91.24,17,1,6.91,clear sky
515,Vardo,NO,70.3705,31.1107,30.54,67,100,22.19,overcast clouds
516,Killybegs,IE,54.6333,-8.45,46.45,83,84,19.39,broken clouds
517,Guhagar,IN,17.4842,73.1929,87.46,32,25,7.76,scattered clouds
518,Marondera,ZW,-18.1853,31.5519,59.34,86,75,2.48,broken clouds
519,Ornskoldsvik,SE,63.2909,18.7153,25.75,80,17,11.5,few clouds
520,Upata,VE,8.0086,-62.3989,67.95,85,11,4.41,few clouds
521,Berlevag,NO,70.8578,29.0864,27.28,62,100,14.58,light snow
522,Marawi,PH,7.9986,124.2928,73.65,68,70,5.5,broken clouds
523,Santa Rosa,PH,14.3122,121.1114,89.11,67,100,13.31,overcast clouds
524,Axim,GH,4.8699,-2.2405,77.56,89,63,4.52,broken clouds
525,Marsabit,KE,2.3284,37.9899,64.56,68,38,15.88,scattered clouds
526,Alugan,PH,12.2188,125.4808,79.03,88,100,14.09,moderate rain
527,Goundam,ML,16.4145,-3.6708,60.37,21,15,10.74,few clouds
528,Rio Grande,BR,-32.035,-52.0986,75.31,85,18,15.17,few clouds
529,Fereydunshahr,IR,32.941,50.121,24.67,94,91,4.97,overcast clouds
530,Idrinskoye,RU,54.3708,92.1358,-6.3,98,83,2.04,broken clouds
531,Srednekolymsk,RU,67.45,153.6833,-26.97,95,19,6.17,few clouds
532,Saint-Augustin,CA,51.226,-58.6502,3.33,90,74,3.24,broken clouds
533,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.88,88,99,8.03,light rain
534,Hualmay,PE,-11.0964,-77.6139,69.91,85,97,6.96,overcast clouds
535,Eirunepe,BR,-6.6603,-69.8736,72.77,98,98,2.39,overcast clouds
536,Dhidhdhoo,MV,6.8833,73.1,80.8,73,75,1.34,broken clouds
537,Kulhudhuffushi,MV,6.6221,73.07,81.21,73,93,4.9,overcast clouds
538,Mikhaylovka,RU,50.06,43.2379,33.78,84,99,8.16,overcast clouds
539,Grand-Bourg,GP,15.8835,-61.3148,74.08,69,43,21.34,scattered clouds
540,Kultayevo,RU,57.8943,55.9392,15.78,85,75,8.99,broken clouds
541,Sheltozero,RU,61.3667,35.3667,15.8,92,86,11.1,overcast clouds
542,Bambanglipuro,ID,-7.95,110.2833,76.6,65,100,4.81,overcast clouds
543,Lewiston,US,44.1003,-70.2148,44.94,64,100,10.36,overcast clouds
544,Fort Nelson,CA,58.8053,-122.7002,8.19,78,100,4.61,overcast clouds
545,Vallenar,CL,-28.5708,-70.7581,66.74,63,0,2.04,clear sky
546,Chinna Salem,IN,11.65,78.9,82.78,50,29,10.96,scattered clouds
547,Coahuayana,MX,18.7333,-103.6833,68.31,62,41,4.43,scattered clouds
548,Hay River,CA,60.8156,-115.7999,-16.62,83,40,5.75,scattered clouds
549,Tautira,PF,-17.7333,-149.15,80.62,74,77,13.18,broken clouds
550,Finnsnes,NO,69.2296,17.9811,21.16,91,100,3.76,overcast clouds
551,Marsa Matruh,EG,31.3525,27.2453,44.8,87,20,0.0,few clouds
552,Notodden,NO,59.5594,9.2585,38.19,89,100,4.88,overcast clouds
553,Kumluca,TR,36.3703,30.2869,44.67,54,0,4.63,clear sky
554,Bonavista,CA,48.6499,-53.1147,35.11,75,8,16.26,clear sky
555,Luderitz,NA,-26.6481,15.1594,75.0,67,29,4.54,scattered clouds
556,Galgaheviz,HU,47.6167,19.5667,36.12,85,38,7.09,scattered clouds
557,Umm Lajj,SA,25.0213,37.2685,63.18,37,0,23.73,clear sky
558,Jalingo,NG,8.8833,11.3667,68.95,17,71,4.83,broken clouds
559,Dickinson,US,29.4608,-95.0513,60.75,89,0,3.44,clear sky
560,Ende,ID,-8.8432,121.6623,80.04,87,100,2.59,overcast clouds
561,Dwarka,IN,22.2394,68.9678,73.85,39,0,7.18,clear sky
562,Lyubim,RU,58.3625,40.6843,25.0,90,100,9.69,snow
563,Jumla,NP,29.2747,82.1838,46.99,55,0,1.86,clear sky
564,Manokwari,ID,-0.8667,134.0833,81.64,72,100,4.7,overcast clouds
565,Blantyre,MW,-15.785,35.0085,66.31,83,100,2.1,overcast clouds
566,Atar,MR,20.5169,-13.0499,63.32,21,87,7.7,overcast clouds
567,Kutum,SD,14.2,24.6667,49.86,24,7,5.23,clear sky
568,Samarai,PG,-10.6167,150.6667,83.32,60,29,16.08,scattered clouds
569,Saint-Joseph,RE,-21.3667,55.6167,82.76,69,67,4.27,broken clouds
570,Lodja,CD,-3.4833,23.4333,69.85,96,100,2.19,overcast clouds
571,Shambu,ET,9.5667,37.1,57.15,60,95,0.49,overcast clouds
572,Riyadh,SA,24.6877,46.7219,55.54,35,74,16.4,broken clouds
573,Porto Belo,BR,-27.1578,-48.5531,78.26,78,40,5.79,scattered clouds
574,Ghanzi,BW,-21.5667,21.7833,67.39,73,39,6.46,scattered clouds
575,Lakatoro,VU,-16.0999,167.4164,83.73,75,95,8.14,overcast clouds
576,Burns Lake,CA,54.2331,-125.7533,24.22,93,100,1.7,overcast clouds
577,Linxia,CN,35.6003,103.2064,25.9,77,100,2.42,overcast clouds
578,Oussouye,SN,12.485,-16.5469,71.78,19,3,8.32,clear sky
579,Tommot,RU,58.9564,126.2925,-5.71,87,100,2.06,overcast clouds
580,Siguiri,GN,11.6667,-9.5,66.83,16,7,4.21,clear sky
581,Shaunavon,CA,49.6501,-108.4181,17.38,83,87,6.73,overcast clouds
582,Cascais,PT,38.6979,-9.4215,55.96,75,89,15.01,overcast clouds
583,Preobrazheniye,RU,42.9019,133.9064,28.72,38,65,13.51,broken clouds
584,Griffith,US,41.5284,-87.4237,30.88,77,100,11.5,overcast clouds
585,Ponferrada,ES,42.5466,-6.5962,46.08,97,99,1.77,overcast clouds
586,Mon,IN,26.75,95.1,61.81,69,37,2.95,scattered clouds
587,Suez,EG,29.9737,32.5263,50.34,76,0,6.24,clear sky
588,Severomuysk,RU,56.1481,113.4267,-15.83,82,13,1.12,few clouds
589,Taltal,CL,-25.4,-70.4833,67.26,81,0,1.81,clear sky
590,Tlaxco,MX,19.6167,-98.1167,46.89,48,17,4.85,few clouds
591,Bulgan,MN,48.8125,103.5347,-2.76,85,70,0.96,broken clouds
592,Laguna,US,38.421,-121.4238,64.22,77,0,0.0,clear sky
593,Jardim,BR,-21.4803,-56.1381,73.71,71,43,2.59,scattered clouds
594,Hirara,JP,24.8,125.2833,68.27,94,75,9.22,broken clouds
595,Porto Santo,PT,33.072,-16.3415,62.98,82,75,14.97,broken clouds
596,Zhigansk,RU,66.7697,123.3711,-23.62,98,98,6.08,overcast clouds
597,Oranjemund,NA,-28.55,16.4333,66.7,79,100,14.27,light rain
598,Kieta,PG,-6.2167,155.6333,80.33,83,100,2.21,light rain
599,Palu,ID,-0.8917,119.8707,77.16,96,100,2.51,overcast clouds
600,Conceicao Da Barra,BR,-18.5933,-39.7322,74.44,87,96,2.08,overcast clouds
601,Chalmette,US,29.9427,-89.9634,55.99,83,0,4.61,clear sky
602,Zhangye,CN,38.9342,100.4517,37.45,20,53,9.51,broken clouds
603,Nazarovo,RU,56.0064,90.3914,-0.96,90,33,5.17,scattered clouds
604,Laibin,CN,23.7,109.2667,52.59,77,100,8.86,overcast clouds
605,Kazanskoye,RU,55.6448,69.235,-0.04,86,100,14.34,overcast clouds
606,Waw,SS,7.7029,27.9953,70.72,23,36,5.82,scattered clouds
607,San Miguel,SV,13.4833,-88.1833,80.26,74,0,2.3,clear sky
608,Sorocaba,BR,-23.5017,-47.4581,68.77,91,7,7.02,clear sky
609,Jiangyou,CN,31.7667,104.7167,47.39,72,99,5.3,overcast clouds
610,Caravelas,BR,-17.7125,-39.2481,74.77,91,52,2.26,broken clouds
611,Svetlyy,RU,54.675,20.1347,33.96,65,2,10.78,clear sky
612,Berck,FR,50.4,1.6,34.52,93,0,4.61,clear sky
613,Beloha,MG,-25.1667,45.05,79.56,72,28,13.22,scattered clouds
614,Oxbow,CA,49.2333,-102.1676,1.35,87,64,5.3,broken clouds
615,Libertador General San Martin,AR,-23.8064,-64.7876,66.94,99,100,4.36,light rain
616,Lai,TD,9.3952,16.2989,67.89,20,2,4.61,clear sky
617,Concepcion De Buenos Aires,MX,19.9667,-103.2667,43.43,53,6,2.35,clear sky
618,Karpathos,GR,35.507,27.2132,51.76,76,40,0.0,scattered clouds
619,Buraydah,SA,26.326,43.975,48.65,48,0,11.86,clear sky
620,Hatillo,PR,18.4863,-66.8254,74.93,83,6,1.01,clear sky
621,Port Keats,AU,-14.25,129.55,88.5,66,71,8.63,broken clouds
622,Nkhotakota,MW,-12.9274,34.2961,69.55,90,100,4.97,light rain
623,Kedrovyy,RU,56.1667,91.8167,-12.59,81,8,6.29,clear sky
624,Hoquiam,US,46.9809,-123.8893,49.93,76,0,11.5,clear sky
625,Kavaratti,IN,10.5669,72.642,80.51,74,28,8.93,scattered clouds
626,Vieux-Habitants,GP,16.0589,-61.7659,73.71,75,40,12.1,scattered clouds
627,Chokurdakh,RU,70.6333,147.9167,-2.85,95,100,13.42,overcast clouds
628,Taoudenni,ML,22.6783,-3.9836,57.47,28,5,9.6,clear sky
629,Rudnaya Pristan,RU,44.3614,135.8116,27.54,56,100,16.4,overcast clouds
630,Abha,SA,18.2164,42.5053,51.62,93,0,0.0,clear sky
631,Lumphat,KH,13.4878,106.9816,92.53,36,100,8.21,overcast clouds
632,Khor,RU,47.8861,134.9464,15.8,90,100,7.4,light snow
633,Plouzane,FR,48.3833,-4.6167,39.25,90,0,11.5,clear sky
634,Ponta Delgada,PT,37.7333,-25.6667,60.49,77,75,12.66,broken clouds
635,Hobyo,SO,5.3505,48.5268,78.48,57,100,17.74,overcast clouds
636,Zaraza,VE,9.3503,-65.3245,73.96,80,17,4.74,few clouds
637,Bouillante,GP,16.1304,-61.7692,73.36,76,48,13.33,scattered clouds
638,Serebryansk,KZ,49.6925,83.2892,-15.25,96,65,7.4,broken clouds
639,Ugoofaaru,MV,5.6667,73.0,81.41,74,100,10.2,overcast clouds
640,Karangasem,ID,-8.45,115.6167,85.14,72,100,5.61,overcast clouds
641,Mandiana,GN,10.6333,-8.6833,66.47,18,5,5.06,clear sky
642,Udachnyy,RU,66.4167,112.4,-1.55,76,90,3.58,overcast clouds
643,Paka,MY,4.6374,103.4368,76.98,94,20,6.91,few clouds
644,Lamu,KE,-2.2717,40.902,75.42,79,25,7.72,scattered clouds
645,Talitsy,RU,56.5289,42.3344,18.99,96,70,5.93,broken clouds
646,Deputatskiy,RU,69.3,139.9,-14.89,94,100,5.86,overcast clouds
647,Boda,CF,4.3189,17.4695,68.34,22,35,4.09,scattered clouds
648,Springbok,ZA,-29.6643,17.8865,67.86,51,100,4.52,overcast clouds
649,Nishihara,JP,26.1842,127.7558,73.45,73,100,19.57,overcast clouds
650,Pereslavl-Zalesskiy,RU,56.7393,38.8563,21.06,97,94,7.38,overcast clouds
651,Sola,VU,-13.8833,167.55,77.59,86,96,14.58,heavy intensity rain
652,Wanxian,CN,30.8039,108.3897,45.88,92,100,4.47,overcast clouds
653,Bonnyville,CA,54.2668,-110.735,11.52,90,100,4.54,overcast clouds
654,Kargil,IN,34.5667,76.1,-13.76,81,34,2.06,scattered clouds
655,Mersing,MY,2.4312,103.8405,84.11,70,40,9.22,scattered clouds
656,Tongliao,CN,43.6125,122.2653,14.59,85,100,7.63,overcast clouds
657,Leiyang,CN,26.4024,112.8591,46.04,81,100,6.26,overcast clouds
658,Villa Union,MX,23.2,-106.2333,67.91,75,0,3.67,clear sky
659,Salisbury,GB,51.0693,-1.7957,44.51,89,75,11.5,broken clouds
660,Ipixuna,BR,-1.7625,-48.8043,76.95,97,99,2.93,overcast clouds
661,Chardara,KZ,41.2547,67.9692,37.54,81,100,8.9,overcast clouds
662,Qurayyat,SA,31.3318,37.3428,37.58,81,0,6.91,clear sky
663,Friedberg,DE,48.3569,10.9846,29.19,100,8,3.44,clear sky
664,Wad Rawah,SD,15.1603,33.1397,63.88,19,0,11.86,clear sky
665,Opuwo,NA,-18.0607,13.84,66.69,93,99,2.24,overcast clouds
666,Saint-Pierre,RE,-21.3393,55.4781,83.84,74,0,4.61,clear sky
667,Saint-Francois,FR,46.4154,3.9054,25.68,91,78,2.3,broken clouds
668,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,72.88,57,35,8.21,scattered clouds
669,Zhuhai,CN,22.2769,113.5678,74.86,73,20,5.75,few clouds
670,Palafrugell,ES,41.9174,3.1631,51.57,50,24,9.31,few clouds
671,Lages,BR,-27.8161,-50.3261,60.42,93,43,5.41,scattered clouds
672,Warrington,GB,53.3925,-2.5802,44.69,79,75,17.27,broken clouds
673,Darnah,LY,32.767,22.6367,52.29,76,30,4.54,scattered clouds
674,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,82,20,8.93,few clouds
675,Amapa,BR,1.0,-52.0,70.86,99,88,1.92,overcast clouds
676,Xiashi,CN,30.5363,120.6864,44.98,88,100,5.12,overcast clouds
677,Flin Flon,CA,54.7682,-101.865,-9.47,98,100,5.39,overcast clouds
678,Kerema,PG,-7.9631,145.7785,83.75,62,100,8.48,overcast clouds
679,Newcastle,AU,-32.9272,151.7765,80.19,66,75,14.97,broken clouds
680,Arrecife,ES,28.963,-13.5477,62.67,63,0,8.05,clear sky
681,Kenora,CA,49.8167,-94.4337,-13.61,64,0,9.22,clear sky
682,Selikhino,RU,50.3672,137.4996,17.26,90,100,9.89,overcast clouds
683,Port Pirie,AU,-33.1833,138.0167,82.49,23,0,10.65,clear sky
684,Sur,OM,22.5667,59.5289,71.28,46,0,3.8,clear sky
685,Manadhoo,MV,5.7667,73.3833,81.99,76,100,14.79,overcast clouds
686,Sungaipenuh,ID,-2.0833,101.3833,79.66,53,100,4.12,overcast clouds
687,Lagunas,PE,-5.2269,-75.6753,74.35,86,92,2.71,overcast clouds
688,Valparaiso,CL,-33.0393,-71.6273,66.47,70,0,5.75,clear sky
689,Missoula,US,47.0166,-113.8009,25.2,62,99,1.72,overcast clouds
690,Awbari,LY,26.5921,12.7805,46.56,38,0,6.98,clear sky
691,Bo Phloi,TH,14.3236,99.5161,90.32,42,97,7.38,overcast clouds
692,Araouane,ML,18.9048,-3.5265,56.62,24,25,11.03,scattered clouds
693,Barcelos,PT,41.5388,-8.6151,50.92,93,32,1.88,scattered clouds
694,Nemuro,JP,43.3236,145.575,27.03,72,100,3.09,overcast clouds
695,Trairi,BR,-3.2778,-39.2689,76.95,84,76,5.64,broken clouds
