City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1496,Maunabo,PR,75.88,clear sky,18.0072,-65.8993,Maunacaribe
1503,Ambon,ID,84.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
1522,Mahibadhoo,MV,81.28,overcast clouds,3.7833,72.9667,Omadhoo Inn
1526,Auki,SB,77.67,light rain,-8.7676,160.7034,Auki Motel
1545,Nelson Bay,AU,78.96,scattered clouds,-32.7167,152.15,Mantra Nelson Bay
1548,Ranong,TH,87.42,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
1554,Kandrian,PG,77.2,light rain,-6.2167,149.55,Kandrian Station
1555,Bodden Town,KY,77.94,few clouds,19.2833,-81.25,Will T Place
1560,Orocue,CO,78.8,overcast clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
1562,Akyab,MM,78.58,few clouds,20.15,92.9,Hotel Memory
1567,Grenfell,AU,83.37,clear sky,-33.9,148.1667,Grenfell Royal Hotel
1568,Mataram,ID,79.61,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
1580,Ciudad Bolivar,VE,75.72,scattered clouds,8.1222,-63.5497,Hotel Edi
1587,Callaguip,PH,86.05,few clouds,18.0714,120.4867,Pangil Beach Resort
1592,The Valley,AI,77.09,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
1594,Antalaha,MG,79.38,few clouds,-14.9003,50.2788,Hotel Vitasoa
1598,Mucuri,BR,76.48,overcast clouds,-18.0864,-39.5508,La Bodeguita Pousada
1604,Narrabri,AU,86.52,clear sky,-30.3167,149.7833,Crossroads Hotel
1612,Acarau,BR,76.96,broken clouds,-2.8856,-40.12,castelo pizzaria
1629,Saint-Paul,RE,84.29,broken clouds,-21.0096,55.2707,Boucan Canot
1637,Manacapuru,BR,75.78,overcast clouds,-3.2997,-60.6206,Novo Hotel
1641,Mlonggo,ID,85.89,overcast clouds,-6.5333,110.7,Asia Metal Art
1649,Paracuru,BR,80.62,broken clouds,-3.41,-39.0306,Hotel Vento Brasil
1657,Santa Marta,CO,84.25,few clouds,11.2408,-74.199,Casa de Isabella
1658,Port Dickson,MY,88.02,overcast clouds,2.5228,101.7959,Glory Beach Resort
1668,Pamekasan,ID,80.55,overcast clouds,-7.1568,113.4746,OYO 3027 Griya Temenggungan Syariah
1707,Jagatsinghapur,IN,75.56,overcast clouds,20.2667,86.1667,Arun Beura & Bros..
1715,Darapidap,PH,86.02,few clouds,17.2131,120.4114,Candon Beach Resort
1724,Bendigo,AU,87.85,clear sky,-36.7667,144.2833,The Hotel Shamrock
1727,Le Port,RE,84.16,broken clouds,-20.9373,55.2919,KORBEY D'OR OUEST
1735,Manaure,CO,76.5,few clouds,11.7751,-72.4445,Hotel Palaaima
1736,Alcantara,BR,80.8,overcast clouds,-2.4089,-44.4147,Pousada da Josefa
1743,Quang Ngai,VN,78.53,overcast clouds,15.1167,108.8,Central Hotel
1746,San Pedro,PH,87.35,overcast clouds,14.35,121.0167,Villa Veronica Resort Private Pool
1762,Sulangan,PH,80.02,light rain,11.1373,123.7228,Maia's Beach Resort
1783,Lethem,GY,77.65,scattered clouds,3.3803,-59.7968,Savannah Inn
1787,Muisne,EC,75.99,overcast clouds,0.6,-80.0333,Quinta Samay
1799,Bhadrachalam,IN,83.01,scattered clouds,17.6667,80.8833,Hotel Srinidhi Residency
1808,Munirabad,IN,79.36,few clouds,15.3333,76.3333,KVD Lodge huligi
1815,Tawau,MY,87.93,broken clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
1817,Miandrivazo,MG,81.91,scattered clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
1825,Haapiti,PF,78.53,broken clouds,-17.5667,-149.8667,Linareva Moorea Beach Resort
1826,Dibulla,CO,75.4,clear sky,11.2725,-73.3091,Hospedaje Dibulla Beach
1831,Phan Thiet,VN,86.95,overcast clouds,10.9333,108.1,Hotel Saigon-PT
1840,Punganuru,IN,76.42,clear sky,13.3667,78.5833,Sai Ram nursery
1843,Matara,LK,85.33,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
1845,Amuntai,ID,86.54,light rain,-2.4177,115.2494,Hotel Balqis
1854,Srandakan,ID,86.32,overcast clouds,-7.9386,110.2506,Puri Brata
1858,Bontang,ID,78.71,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1860,Surin,TH,86.92,overcast clouds,14.8818,103.4936,One Fu Hotel
1863,Penukonda,IN,78.48,few clouds,14.0833,77.5833,Nikhara Fort
1868,Puri,IN,75.72,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1873,Beaufort,MY,84.36,overcast clouds,5.3473,115.7455,The Gem Hotel Beaufort
1877,Mackay,AU,88.68,clear sky,-21.15,149.2,International Lodge Motel
1878,Honolulu,US,75.31,scattered clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
1880,Kon Tum,VN,88.02,overcast clouds,14.35,108.0,Hoa đà spa- homestay
1882,Khammam,IN,81.66,few clouds,17.25,80.15,Hotel Vishnu Residency
1884,Santo Amaro Da Imperatriz,BR,77.09,overcast clouds,-27.6881,-48.7786,BBS Comércio de Produtos Agropecuários.
1910,Sao Francisco De Assis,BR,76.3,scattered clouds,-29.5503,-55.1311,Hotel Aguiar
1914,Sarangani,PH,82.06,overcast clouds,5.4033,125.4636,Ballistic Islet
1925,Tabou,CI,77.47,clear sky,4.423,-7.3528,hotêl doufoulougou
1929,San-Pedro,CI,76.68,scattered clouds,4.7485,-6.6363,Hotel Maria
1931,Mae Sai,TH,83.44,clear sky,20.4335,99.8762,Piyaporn Hill Paradise Hotel
1934,Dicabisagan,PH,78.3,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
1937,Kinango,KE,77.11,overcast clouds,-4.1372,39.3153,Legacy Hotel
1940,Imbituba,BR,76.82,few clouds,-28.24,-48.6703,Praia Hotel Imbituba
1941,Tibacuy,CO,79.36,overcast clouds,4.3511,-72.4564,hospedaje las palmas
1942,Pundaguitan,PH,81.1,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
1951,Mount Hagen,PG,75.22,overcast clouds,-5.8581,144.2274,Highlander Hotel & Apartments
1954,Jangaon,IN,77.31,scattered clouds,17.7167,79.1833,Sri Lakshmi Narasimha Fuction Hall
1955,Clarence Town,AU,77.81,broken clouds,-32.5833,151.7833,River Downs Cottage
1967,Nata,PA,77.47,broken clouds,8.3333,-80.5167,Rey David
1975,Kendari,ID,81.48,overcast clouds,-3.945,122.4989,Hotel Wixel
1976,Ambovombe,MG,78.73,clear sky,-25.1667,46.0833,RELAHARA
1981,Samarinda,ID,76.39,overcast clouds,-0.5,117.15,ASTON Samarinda Hotel & Convention Center
1982,Colon,PA,77.23,broken clouds,9.3592,-79.9014,Sand Diamond Hotel
